"","gene_id","gene_name","seq_name","gene_biotype","description"
"32629","ENSDARG00000112937","fgf18b","CHR_ALT_CTG10_1_19","protein_coding","fibroblast growth factor 18b [Source:ZFIN;Acc:ZDB-GENE-050221-4]"
"32630","ENSDARG00000113403","cdc42se2","CHR_ALT_CTG10_1_2","protein_coding","CDC42 small effector 2 [Source:NCBI gene (formerly Entrezgene);Acc:794234]"
"32631","ENSDARG00000112519","sptlc1","CHR_ALT_CTG10_1_2","protein_coding","serine palmitoyltransferase, long chain base subunit 1 [Source:ZFIN;Acc:ZDB-GENE-050522-61]"
"32632","ENSDARG00000116710","","CHR_ALT_CTG10_1_2","protein_coding","NULL"
"32633","ENSDARG00000110085","nfil3","CHR_ALT_CTG10_1_2","protein_coding","nuclear factor, interleukin 3 regulated [Source:ZFIN;Acc:ZDB-GENE-040822-28]"
"32634","ENSDARG00000114196","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32635","ENSDARG00000116009","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32636","ENSDARG00000086969","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32637","ENSDARG00000112282","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32638","ENSDARG00000111471","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32639","ENSDARG00000112292","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32640","ENSDARG00000114138","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32641","ENSDARG00000114613","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32642","ENSDARG00000115077","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32643","ENSDARG00000117027","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32644","ENSDARG00000109456","pcdh1g31","CHR_ALT_CTG10_1_20","protein_coding","protocadherin 1 gamma 31 [Source:ZFIN;Acc:ZDB-GENE-050609-24]"
"32646","ENSDARG00000110731","hrh2b","CHR_ALT_CTG10_1_20","protein_coding","histamine receptor H2b [Source:ZFIN;Acc:ZDB-GENE-070928-20]"
"32647","ENSDARG00000116764","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32648","ENSDARG00000113053","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32649","ENSDARG00000115761","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32650","ENSDARG00000111766","kcnip1b","CHR_ALT_CTG10_1_20","protein_coding","Kv channel interacting protein 1 b [Source:ZFIN;Acc:ZDB-GENE-041212-57]"
"32651","ENSDARG00000113199","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32652","ENSDARG00000114069","tlx3b","CHR_ALT_CTG10_1_20","protein_coding","T cell leukemia homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-021021-1]"
"32653","ENSDARG00000112752","ugt5g2","CHR_ALT_CTG10_1_20","protein_coding","UDP glucuronosyltransferase 5 family, polypeptide G2 [Source:ZFIN;Acc:ZDB-GENE-081028-66]"
"32654","ENSDARG00000102224","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32655","ENSDARG00000113036","","CHR_ALT_CTG10_1_20","protein_coding","NULL"
"32656","ENSDARG00000114912","cldn7b","CHR_ALT_CTG10_1_20","protein_coding","claudin 7b [Source:NCBI gene (formerly Entrezgene);Acc:60635]"
"32657","ENSDARG00000111576","nlgn2b","CHR_ALT_CTG10_1_21","protein_coding","neuroligin 2b [Source:ZFIN;Acc:ZDB-GENE-090918-3]"
"32658","ENSDARG00000111847","zgc:172339","CHR_ALT_CTG10_1_21","protein_coding","zgc:172339 [Source:ZFIN;Acc:ZDB-GENE-080204-115]"
"32659","ENSDARG00000110607","cadm2a","CHR_ALT_CTG10_1_22","protein_coding","cell adhesion molecule 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1614]"
"32660","ENSDARG00000110129","","CHR_ALT_CTG10_1_23","protein_coding","NULL"
"32661","ENSDARG00000113168","","CHR_ALT_CTG10_1_23","protein_coding","NULL"
"32662","ENSDARG00000112446","","CHR_ALT_CTG10_1_23","protein_coding","NULL"
"32663","ENSDARG00000117188","slc43a2b","CHR_ALT_CTG10_1_23","protein_coding","solute carrier family 43 member 2b [Source:ZFIN;Acc:ZDB-GENE-041212-6]"
"32664","ENSDARG00000110193","","CHR_ALT_CTG10_1_23","protein_coding","NULL"
"32665","ENSDARG00000110442","paxbp1","CHR_ALT_CTG10_1_23","protein_coding","PAX3 and PAX7 binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-070112-2352]"
"32666","ENSDARG00000115084","","CHR_ALT_CTG10_1_23","protein_coding","NULL"
"32667","ENSDARG00000113886","fhdc3","CHR_ALT_CTG10_1_24","protein_coding","FH2 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-061103-76]"
"32668","ENSDARG00000109805","arfip2b","CHR_ALT_CTG10_1_24","protein_coding","ADP-ribosylation factor interacting protein 2b [Source:ZFIN;Acc:ZDB-GENE-050417-131]"
"32669","ENSDARG00000115403","","CHR_ALT_CTG10_1_24","protein_coding","NULL"
"32670","ENSDARG00000111319","synj1","CHR_ALT_CTG10_1_24","protein_coding","synaptojanin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9180]"
"32671","ENSDARG00000111567","f9b","CHR_ALT_CTG10_1_25","protein_coding","coagulation factor IXb [Source:ZFIN;Acc:ZDB-GENE-060421-7346]"
"32672","ENSDARG00000114648","arr3a","CHR_ALT_CTG10_1_25","protein_coding","arrestin 3a, retinal (X-arrestin) [Source:ZFIN;Acc:ZDB-GENE-040718-102]"
"32673","ENSDARG00000114402","znrd2","CHR_ALT_CTG10_1_25","protein_coding","zinc ribbon domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-041010-102]"
"32674","ENSDARG00000110113","","CHR_ALT_CTG10_1_25","protein_coding","NULL"
"32675","ENSDARG00000109723","rab1bb","CHR_ALT_CTG10_1_25","protein_coding","RAB1B, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-040625-133]"
"32676","ENSDARG00000113448","","CHR_ALT_CTG10_1_25","protein_coding","NULL"
"32677","ENSDARG00000110076","vps51","CHR_ALT_CTG10_1_25","protein_coding","VPS51 subunit of GARP complex [Source:ZFIN;Acc:ZDB-GENE-030131-6008]"
"32678","ENSDARG00000116444","tm7sf2","CHR_ALT_CTG10_1_25","protein_coding","transmembrane 7 superfamily member 2 [Source:ZFIN;Acc:ZDB-GENE-041212-19]"
"32679","ENSDARG00000110030","","CHR_ALT_CTG10_1_25","protein_coding","NULL"
"32680","ENSDARG00000109386","","CHR_ALT_CTG10_1_25","protein_coding","NULL"
"32681","ENSDARG00000111416","faub","CHR_ALT_CTG10_1_25","protein_coding","FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]"
"32682","ENSDARG00000115140","","CHR_ALT_CTG10_1_25","protein_coding","NULL"
"32683","ENSDARG00000115720","uqcc3","CHR_ALT_CTG10_1_25","protein_coding","ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8451]"
"32684","ENSDARG00000110467","cnih2","CHR_ALT_CTG10_1_25","protein_coding","cornichon family AMPA receptor auxiliary protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:541397]"
"32685","ENSDARG00000111467","wdr74","CHR_ALT_CTG10_1_25","protein_coding","WD repeat domain 74 [Source:ZFIN;Acc:ZDB-GENE-060929-1138]"
"32686","ENSDARG00000110919","ehd1b","CHR_ALT_CTG10_1_25","protein_coding","EH-domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2069]"
"32687","ENSDARG00000110210","cxadr","CHR_ALT_CTG10_1_25","protein_coding","CXADR Ig-like cell adhesion molecule [Source:ZFIN;Acc:ZDB-GENE-020814-2]"
"32688","ENSDARG00000101876","ints2","CHR_ALT_CTG10_1_26","protein_coding","integrator complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-050522-148]"
"32689","ENSDARG00000112778","med13a","CHR_ALT_CTG10_1_26","protein_coding","mediator complex subunit 13a [Source:ZFIN;Acc:ZDB-GENE-070627-13]"
"32690","ENSDARG00000116783","rnft1","CHR_ALT_CTG10_1_26","protein_coding","ring finger protein, transmembrane 1 [Source:NCBI gene (formerly Entrezgene);Acc:406509]"
"32691","ENSDARG00000117153","","CHR_ALT_CTG10_1_26","protein_coding","NULL"
"32692","ENSDARG00000111027","ptrh2","CHR_ALT_CTG10_1_27","protein_coding","peptidyl-tRNA hydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-163]"
"32693","ENSDARG00000115370","cltca","CHR_ALT_CTG10_1_27","protein_coding","clathrin, heavy chain a (Hc) [Source:ZFIN;Acc:ZDB-GENE-030131-2299]"
"32694","ENSDARG00000115730","btg3","CHR_ALT_CTG10_1_27","protein_coding","B-cell translocation gene 3 [Source:ZFIN;Acc:ZDB-GENE-031113-19]"
"32695","ENSDARG00000110515","zpld1a","CHR_ALT_CTG10_1_28","protein_coding","zona pellucida-like domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-110411-81]"
"32696","ENSDARG00000115006","picalma","CHR_ALT_CTG10_1_28","protein_coding","phosphatidylinositol binding clathrin assembly protein a [Source:ZFIN;Acc:ZDB-GENE-040426-761]"
"32697","ENSDARG00000112150","hist2h2l","CHR_ALT_CTG10_1_29","protein_coding","histone 2, H2, like [Source:ZFIN;Acc:ZDB-GENE-031118-36]"
"32698","ENSDARG00000110429","h2ax1","CHR_ALT_CTG10_1_29","protein_coding","H2A.X variant histone family member 1 [Source:ZFIN;Acc:ZDB-GENE-041010-42]"
"32699","ENSDARG00000112517","zpr1","CHR_ALT_CTG10_1_29","protein_coding","ZPR1 zinc finger [Source:ZFIN;Acc:ZDB-GENE-040426-2110]"
"32700","ENSDARG00000114726","hspa8","CHR_ALT_CTG10_1_29","protein_coding","heat shock protein 8 [Source:ZFIN;Acc:ZDB-GENE-990415-92]"
"32701","ENSDARG00000112124","","CHR_ALT_CTG10_1_29","protein_coding","NULL"
"32702","ENSDARG00000110782","bsx","CHR_ALT_CTG10_1_29","protein_coding","brain-specific homeobox [Source:NCBI gene (formerly Entrezgene);Acc:573364]"
"32703","ENSDARG00000114525","lim2.1","CHR_ALT_CTG10_1_29","protein_coding","lens intrinsic membrane protein 2.1 [Source:ZFIN;Acc:ZDB-GENE-050522-398]"
"32704","ENSDARG00000112733","","CHR_ALT_CTG10_1_3","protein_coding","NULL"
"32705","ENSDARG00000114450","","CHR_ALT_CTG10_1_3","protein_coding","NULL"
"32706","ENSDARG00000111489","ppp2cb","CHR_ALT_CTG10_1_3","protein_coding","protein phosphatase 2, catalytic subunit, beta isozyme [Source:ZFIN;Acc:ZDB-GENE-040426-2487]"
"32707","ENSDARG00000113836","ubxn8","CHR_ALT_CTG10_1_3","protein_coding","UBX domain protein 8 [Source:ZFIN;Acc:ZDB-GENE-050522-266]"
"32708","ENSDARG00000110789","hint1","CHR_ALT_CTG10_1_3","protein_coding","histidine triad nucleotide binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040927-8]"
"32709","ENSDARG00000110645","il2rga","CHR_ALT_CTG10_1_30","protein_coding","interleukin 2 receptor, gamma a [Source:ZFIN;Acc:ZDB-GENE-080402-1]"
"32710","ENSDARG00000111366","cfap298","CHR_ALT_CTG10_1_30","protein_coding","cilia and flagella associated protein 298 [Source:NCBI gene (formerly Entrezgene);Acc:792532]"
"32711","ENSDARG00000110421","b3glctb","CHR_ALT_CTG10_1_31","protein_coding","beta 3-glucosyltransferase b [Source:ZFIN;Acc:ZDB-GENE-091204-128]"
"32712","ENSDARG00000110647","rxfp2a","CHR_ALT_CTG10_1_31","protein_coding","relaxin family peptide receptor 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1225]"
"32713","ENSDARG00000110169","","CHR_ALT_CTG10_1_31","protein_coding","NULL"
"32714","ENSDARG00000116232","zar1l","CHR_ALT_CTG10_1_31","protein_coding","zygote arrest 1-like [Source:ZFIN;Acc:ZDB-GENE-060810-119]"
"32715","ENSDARG00000112402","rfc3","CHR_ALT_CTG10_1_31","protein_coding","replication factor C (activator 1) 3 [Source:ZFIN;Acc:ZDB-GENE-020809-3]"
"32716","ENSDARG00000109746","","CHR_ALT_CTG10_1_31","protein_coding","NULL"
"32717","ENSDARG00000111363","","CHR_ALT_CTG10_1_31","protein_coding","NULL"
"32718","ENSDARG00000111992","","CHR_ALT_CTG10_1_31","protein_coding","NULL"
"32719","ENSDARG00000110962","","CHR_ALT_CTG10_1_32","protein_coding","NULL"
"32720","ENSDARG00000113293","waif2","CHR_ALT_CTG10_1_33","protein_coding","Wnt-activated inhibitory factor 2 [Source:ZFIN;Acc:ZDB-GENE-120209-3]"
"32721","ENSDARG00000110686","or41a2","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 41, subfamily A, member 2 [Source:ZFIN;Acc:ZDB-GENE-070806-66]"
"32722","ENSDARG00000112661","or41a1","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 41, subfamily A, member 1 [Source:ZFIN;Acc:ZDB-GENE-070806-65]"
"32723","ENSDARG00000110941","or41a3","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 41, subfamily A, member 3 [Source:ZFIN;Acc:ZDB-GENE-070804-4]"
"32724","ENSDARG00000112600","coa4","CHR_ALT_CTG10_1_33","protein_coding","cytochrome c oxidase assembly factor 4 homolog [Source:ZFIN;Acc:ZDB-GENE-141216-219]"
"32725","ENSDARG00000113116","or42b2","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 42, subfamily B, member 2 [Source:ZFIN;Acc:ZDB-GENE-990415-193]"
"32726","ENSDARG00000114806","or80a10","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 80, subfamily A, member 10 [Source:ZFIN;Acc:ZDB-GENE-070806-62]"
"32727","ENSDARG00000111377","or80a5","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 80, subfamily A, member 5 [Source:ZFIN;Acc:ZDB-GENE-070804-3]"
"32728","ENSDARG00000116008","or80a3","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 80, subfamily A, member 3 [Source:ZFIN;Acc:ZDB-GENE-070806-59]"
"32729","ENSDARG00000111407","or80a9","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 80, subfamily A, member 9 [Source:ZFIN;Acc:ZDB-GENE-070806-58]"
"32730","ENSDARG00000111912","or80a13","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 80, subfamily A, member 13 [Source:ZFIN;Acc:ZDB-GENE-070804-2]"
"32731","ENSDARG00000114664","or30bv1","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 30, subfamily BV, member 1 [Source:ZFIN;Acc:ZDB-GENE-070806-54]"
"32732","ENSDARG00000117054","or30bu2","CHR_ALT_CTG10_1_33","protein_coding","odorant receptor, family 30, subfamily BU, member 2 [Source:ZFIN;Acc:ZDB-GENE-990415-191]"
"32733","ENSDARG00000113955","ubl3a","CHR_ALT_CTG10_1_33","protein_coding","ubiquitin-like 3a [Source:ZFIN;Acc:ZDB-GENE-030131-3431]"
"32734","ENSDARG00000114353","","CHR_ALT_CTG10_1_33","protein_coding","NULL"
"32735","ENSDARG00000109866","uspl1","CHR_ALT_CTG10_1_33","protein_coding","ubiquitin specific peptidase like 1 [Source:ZFIN;Acc:ZDB-GENE-040930-7]"
"32736","ENSDARG00000113460","alox5ap","CHR_ALT_CTG10_1_33","protein_coding","arachidonate 5-lipoxygenase-activating protein [Source:ZFIN;Acc:ZDB-GENE-030131-9322]"
"32737","ENSDARG00000112992","","CHR_ALT_CTG10_1_33","protein_coding","NULL"
"32738","ENSDARG00000114442","msi2a","CHR_ALT_CTG10_1_34","protein_coding","musashi RNA-binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-030826-25]"
"32739","ENSDARG00000112712","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32740","ENSDARG00000111846","git2b","CHR_ALT_CTG10_1_35","protein_coding","G protein-coupled receptor kinase interacting ArfGAP 2b [Source:ZFIN;Acc:ZDB-GENE-070112-2192]"
"32741","ENSDARG00000115116","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32742","ENSDARG00000110435","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32743","ENSDARG00000114731","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32744","ENSDARG00000115535","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32745","ENSDARG00000110993","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32746","ENSDARG00000110013","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32747","ENSDARG00000116257","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32748","ENSDARG00000114511","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32749","ENSDARG00000111537","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32750","ENSDARG00000112971","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32751","ENSDARG00000110555","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32752","ENSDARG00000112915","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32753","ENSDARG00000110794","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32754","ENSDARG00000115652","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32755","ENSDARG00000111707","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32756","ENSDARG00000110928","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32757","ENSDARG00000116528","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32758","ENSDARG00000110213","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32759","ENSDARG00000111923","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32760","ENSDARG00000114669","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32761","ENSDARG00000113725","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32762","ENSDARG00000111181","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32763","ENSDARG00000113732","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32764","ENSDARG00000112286","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32765","ENSDARG00000110415","","CHR_ALT_CTG10_1_35","protein_coding","NULL"
"32766","ENSDARG00000111445","","CHR_ALT_CTG10_1_36","protein_coding","NULL"
"32767","ENSDARG00000111828","orai1b","CHR_ALT_CTG10_1_36","protein_coding","ORAI calcium release-activated calcium modulator 1b [Source:ZFIN;Acc:ZDB-GENE-050522-100]"
"32768","ENSDARG00000110843","morn3","CHR_ALT_CTG10_1_36","protein_coding","MORN repeat containing 3 [Source:ZFIN;Acc:ZDB-GENE-050417-152]"
"32769","ENSDARG00000115087","tmem120b","CHR_ALT_CTG10_1_36","protein_coding","transmembrane protein 120B [Source:NCBI gene (formerly Entrezgene);Acc:798580]"
"32770","ENSDARG00000111798","rhof","CHR_ALT_CTG10_1_36","protein_coding","ras homolog family member F [Source:ZFIN;Acc:ZDB-GENE-050522-280]"
"32771","ENSDARG00000111265","setd1ba","CHR_ALT_CTG10_1_36","protein_coding","SET domain containing 1B, histone lysine methyltransferase a [Source:NCBI gene (formerly Entrezgene);Acc:567970]"
"32772","ENSDARG00000113261","car15","CHR_ALT_CTG10_1_36","protein_coding","carbonic anhydrase 15 [Source:ZFIN;Acc:ZDB-GENE-091204-152]"
"32773","ENSDARG00000109230","dgcr2","CHR_ALT_CTG10_1_36","protein_coding","DiGeorge syndrome critical region gene 2 [Source:ZFIN;Acc:ZDB-GENE-040718-404]"
"32774","ENSDARG00000111697","ess2","CHR_ALT_CTG10_1_36","protein_coding","ess-2 splicing factor homolog [Source:ZFIN;Acc:ZDB-GENE-030131-2843]"
"32775","ENSDARG00000113201","","CHR_ALT_CTG10_1_37","protein_coding","NULL"
"32776","ENSDARG00000109397","","CHR_ALT_CTG10_1_37","protein_coding","NULL"
"32777","ENSDARG00000110975","ube2l3a","CHR_ALT_CTG10_1_37","protein_coding","ubiquitin-conjugating enzyme E2L 3a [Source:ZFIN;Acc:ZDB-GENE-030131-2977]"
"32778","ENSDARG00000037843","tor4aa","CHR_ALT_CTG10_1_37","protein_coding","torsin family 4, member Aa [Source:ZFIN;Acc:ZDB-GENE-050417-9]"
"32779","ENSDARG00000109666","slc35e4","CHR_ALT_CTG10_1_4","protein_coding","solute carrier family 35 member E4 [Source:ZFIN;Acc:ZDB-GENE-050417-407]"
"32780","ENSDARG00000112548","","CHR_ALT_CTG10_1_4","protein_coding","NULL"
"32781","ENSDARG00000113252","ewsr1a","CHR_ALT_CTG10_1_4","protein_coding","EWS RNA-binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-2317]"
"32782","ENSDARG00000116219","","CHR_ALT_CTG10_1_4","protein_coding","NULL"
"32783","ENSDARG00000114483","","CHR_ALT_CTG10_1_6","protein_coding","NULL"
"32784","ENSDARG00000110204","isl1b","CHR_ALT_CTG10_1_6","protein_coding","ISL LIM homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-040624-1]"
"32785","ENSDARG00000116602","","CHR_ALT_CTG10_1_6","protein_coding","NULL"
"32786","ENSDARG00000114006","","CHR_ALT_CTG10_1_6","protein_coding","NULL"
"32787","ENSDARG00000114592","","CHR_ALT_CTG10_1_7","protein_coding","NULL"
"32788","ENSDARG00000114882","","CHR_ALT_CTG10_1_7","protein_coding","NULL"
"32789","ENSDARG00000110082","fstb","CHR_ALT_CTG10_1_7","protein_coding","follistatin b [Source:ZFIN;Acc:ZDB-GENE-031118-139]"
"32790","ENSDARG00000109775","","CHR_ALT_CTG10_1_7","protein_coding","NULL"
"32791","ENSDARG00000110012","snx18b","CHR_ALT_CTG10_1_7","protein_coding","sorting nexin 18b [Source:ZFIN;Acc:ZDB-GENE-080213-6]"
"32792","ENSDARG00000117029","rasgef1bb","CHR_ALT_CTG10_1_7","protein_coding","RasGEF domain family, member 1Bb [Source:ZFIN;Acc:ZDB-GENE-040801-220]"
"32793","ENSDARG00000112595","antxr2b","CHR_ALT_CTG10_1_7","protein_coding","ANTXR cell adhesion molecule 2b [Source:ZFIN;Acc:ZDB-GENE-080213-4]"
"32794","ENSDARG00000110049","paqr3b","CHR_ALT_CTG10_1_8","protein_coding","progestin and adipoQ receptor family member IIIb [Source:ZFIN;Acc:ZDB-GENE-050913-128]"
"32795","ENSDARG00000109335","anxa3b","CHR_ALT_CTG10_1_8","protein_coding","annexin A3b [Source:ZFIN;Acc:ZDB-GENE-041114-128]"
"32796","ENSDARG00000115754","mrrf","CHR_ALT_CTG10_1_8","protein_coding","mitochondrial ribosome recycling factor [Source:ZFIN;Acc:ZDB-GENE-040704-12]"
"32797","ENSDARG00000111311","rbm18","CHR_ALT_CTG10_1_8","protein_coding","RNA binding motif protein 18 [Source:ZFIN;Acc:ZDB-GENE-040426-1764]"
"32798","ENSDARG00000112520","lhx6a","CHR_ALT_CTG10_1_8","protein_coding","LIM homeobox 6a [Source:ZFIN;Acc:ZDB-GENE-041025-1]"
"32799","ENSDARG00000110509","morn5","CHR_ALT_CTG10_1_8","protein_coding","MORN repeat containing 5 [Source:ZFIN;Acc:ZDB-GENE-050522-267]"
"32800","ENSDARG00000111900","ndufa8","CHR_ALT_CTG10_1_8","protein_coding","NADH:ubiquinone oxidoreductase subunit A8 [Source:ZFIN;Acc:ZDB-GENE-040426-1688]"
"32801","ENSDARG00000114940","","CHR_ALT_CTG10_1_9","protein_coding","NULL"
"32802","ENSDARG00000111617","lyrm7","CHR_ALT_CTG10_2_1","protein_coding","LYR motif containing 7 [Source:ZFIN;Acc:ZDB-GENE-070615-32]"
"32803","ENSDARG00000111463","mat2al","CHR_ALT_CTG10_2_1","protein_coding","methionine adenosyltransferase II, alpha-like [Source:ZFIN;Acc:ZDB-GENE-060421-5255]"
"32804","ENSDARG00000111886","si:ch73-234b20.5","CHR_ALT_CTG10_2_1","protein_coding","si:ch73-234b20.5 [Source:ZFIN;Acc:ZDB-GENE-041008-183]"
"32805","ENSDARG00000109297","hnrnpd","CHR_ALT_CTG10_2_1","protein_coding","heterogeneous nuclear ribonucleoprotein D [Source:ZFIN;Acc:ZDB-GENE-070424-97]"
"32806","ENSDARG00000109578","hnrnpdl","CHR_ALT_CTG10_2_1","protein_coding","heterogeneous nuclear ribonucleoprotein D-like [Source:ZFIN;Acc:ZDB-GENE-040426-2717]"
"32807","ENSDARG00000114318","enoph1","CHR_ALT_CTG10_2_1","protein_coding","enolase-phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040704-73]"
"32808","ENSDARG00000114257","","CHR_ALT_CTG10_2_1","protein_coding","NULL"
"32809","ENSDARG00000109800","","CHR_ALT_CTG10_2_1","protein_coding","NULL"
"32810","ENSDARG00000114514","sec31a","CHR_ALT_CTG10_2_1","protein_coding","SEC31 homolog A, COPII coat complex component [Source:NCBI gene (formerly Entrezgene);Acc:266638]"
"32811","ENSDARG00000111256","pbdc1","CHR_ALT_CTG10_2_2","protein_coding","polysaccharide biosynthesis domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040718-459]"
"32812","ENSDARG00000116447","","CHR_ALT_CTG10_2_2","protein_coding","NULL"
"32813","ENSDARG00000109486","","CHR_ALT_CTG10_2_2","protein_coding","NULL"
"32814","ENSDARG00000116250","ppp3ccb","CHR_ALT_CTG10_2_2","protein_coding","protein phosphatase 3, catalytic subunit, gamma isozyme, b [Source:ZFIN;Acc:ZDB-GENE-070112-1102]"
"32815","ENSDARG00000117026","","CHR_ALT_CTG10_2_2","protein_coding","NULL"
"32816","ENSDARG00000115373","sfrp1b","CHR_ALT_CTG10_2_2","protein_coding","secreted frizzled-related protein 1b [Source:ZFIN;Acc:ZDB-GENE-061103-1]"
"32817","ENSDARG00000110664","synj1","CHR_ALT_CTG10_2_3","protein_coding","synaptojanin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9180]"
"32818","ENSDARG00000110088","","CHR_ALT_CTG10_2_4","protein_coding","NULL"
"32819","ENSDARG00000112242","","CHR_ALT_CTG10_2_4","protein_coding","mitochondrial ribosomal protein L49 [Source:NCBI gene (formerly Entrezgene);Acc:558658]"
"32820","ENSDARG00000113054","faub","CHR_ALT_CTG10_2_4","protein_coding","FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]"
"32821","ENSDARG00000116906","","CHR_ALT_CTG10_2_4","protein_coding","NULL"
"32822","ENSDARG00000112204","uqcc3","CHR_ALT_CTG10_2_4","protein_coding","ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8451]"
"32823","ENSDARG00000113176","cnih2","CHR_ALT_CTG10_2_4","protein_coding","cornichon family AMPA receptor auxiliary protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:541397]"
"32824","ENSDARG00000115634","wdr74","CHR_ALT_CTG10_2_4","protein_coding","WD repeat domain 74 [Source:ZFIN;Acc:ZDB-GENE-060929-1138]"
"32825","ENSDARG00000110243","ehd1b","CHR_ALT_CTG10_2_4","protein_coding","EH-domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2069]"
"32826","ENSDARG00000111984","cxadr","CHR_ALT_CTG10_2_4","protein_coding","CXADR Ig-like cell adhesion molecule [Source:ZFIN;Acc:ZDB-GENE-020814-2]"
"32827","ENSDARG00000116439","","CHR_ALT_CTG10_2_4","protein_coding","NULL"
"32828","ENSDARG00000116429","","CHR_ALT_CTG10_2_5","protein_coding","NULL"
"32829","ENSDARG00000116648","alcama","CHR_ALT_CTG10_2_5","protein_coding","activated leukocyte cell adhesion molecule a [Source:NCBI gene (formerly Entrezgene);Acc:30194]"
